,,,,,,"""@parameter""","""@parameterKey""","""sigdef""","""sigdef""","""sigdef""","""sigdef""","""@rangeLow""","""@rangeHigh""","""@deltaPercent""","""@EU""","""@isarchive""","""@isalarm""","""@alarmtype""","""@prio""","""@active""","""@inactive"""
CC_CTRLS_GmZERg_2,CTRLSP,80,RR_UP,I,Ramp Rate UP in EU/TB_RR,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,40,RR_DOWN,I,Ramp Rate DOWN in EU/TB_RR,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,20,UL,I,Upper Limit,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,30,LL,I,Lower Limit,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,100,TRACKV,I,Tracking Value,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,50,CTRACK,I,Command Feedforward,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,90,STOP,I,Stop,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,160,OUT,O,Output Value,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,130,Q_G,O,Input Greater than Output,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,140,Q_E,O,Input Equal to Output,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,150,Q_L,O,Input Less than Output,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,60,OUT_UL,O,Output Upper Limit Reached,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,70,OUT_LL,O,Output Lower Limit Reached,,,,,,,,,,,,,,,,
CC_CYCLE_lIgbVg_1,CYCLE,580,OUT,O,Actual AF cycle [s],,,,,,,,,,,,,,,,
CC_CYCLE_lIgbVg_1,CYCLE,590,CP,O,Cyclic Pulse,,,,,,,,,,,,,,,,
CC_D_FF__fLrxSQ_1,D_FF,10,D,I,Data Input,,,,,,,,,,,,,,,,
CC_D_FF__fLrxSQ_1,D_FF,20,C,I,Clock Input,,,,,,,,,,,,,,,,
CC_D_FF__fLrxSQ_1,D_FF,30,Q,O,Output,,,,,,,,,,,,,,,,
CC_D_FF__fLrxSQ_1,D_FF,40,Q_N,O,Negated Output,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,10,IN1,I,INPUT 1,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,20,IN2,I,INPUT 2,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,30,LV1,I,LIMIT VALUE 1,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,40,LV2,I,LIMIT VALUE 2,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,50,LV3,I,LIMIT VALUE 3,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,190,DB,I,DEAD BAND,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,220,T_DY_LV1,I,TIME DELAY LIMIT VALUE 1 [s],,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,230,T_DY_LV2,I,TIME DELAY LIMIT VALUE 2 [s],,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,240,T_DY_LV3,I,TIME DELAY LIMIT VALUE 3 [s],,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,260,BL_Q1,I,BLOCK LIMIT VALUE 1,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,270,BL_Q2,I,BLOCK LIMIT VALUE 2,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,280,BL_Q3,I,BLOCK LIMIT VALUE 3,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,290,BL_ALL,I,BLOCK ALL LIMIT VALUE,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,380,LOW_HI,I,"LIMIT MODE (LOW = 0, HIGH =1)",,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,390,MODE,I,"MODE ((IN1-IN2) = 0, ABS(IN1-IN2) = 1)",,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,330,DEV,O,ACTUAL DEVIATION,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,400,Q1,O,LIMIT VALUE 1 EXCEEDED,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,410,Q2,O,LIMIT VALUE 2 EXCEEDED,,,,,,,,,,,,,,,,
CC_DEVLI_u8NxTw_1,DEVLIM,420,Q3,O,LIMIT VALUE 3 EXCEEDED,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,10,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,70,FLT1,I,Channel Fault 1,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,20,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,80,FLT2,I,Channel Fault 2,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,30,LV,I,Deviation Limit Value,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,40,DB,I,Deviation Deadband,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,50,T_MON,I,Monitoring Delay Time,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,60,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_DIFF__QWZERg_1,DIFF_2,90,OUT,O,Output: Deviation or Fault,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,10,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,80,FLT1,I,Channel Fault 1,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,20,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,90,FLT2,I,Channel Fault 2,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,30,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,100,FLT3,I,Channel Fault 3,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,40,LV,I,Deviation Limit Value,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,50,DB,I,Deviation Deadband,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,60,T_MON,I,Monitoring Delay Time,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,70,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_DIFF__TGZERg_1,DIFF_3,110,OUT,O,Output: Deviation or Fault,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,10,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,60,FLT1,I,Channel Fault 1,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,20,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,70,FLT2,I,Channel Fault 2,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,30,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,80,FLT3,I,Channel Fault 3,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,40,LV,I,Deviation Limit Value,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,50,DB,I,Deviation Deadband,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,90,CH1 OK,O,Channel 1 No Deviation/Fault,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,100,CH2 OK,O,Channel 2 No Deviation/Fault,,,,,,,,,,,,,,,,
CC_DIFF__WmZERg_1,DIFF_3+,110,CH3 OK,O,Channel 3 No Deviation/Fault,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,10,IN1_HI,I,Binary Input 1 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,60,IN1_LO,I,Binary Input 1 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,20,IN2_HI,I,Binary Input 2 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,70,IN2_LO,I,Binary Input 2 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,30,IN3_HI,I,Binary Input 3 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,40,IN3_LO,I,Binary Input 3 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,50,IN4_HI,I,Binary Input 4 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,80,IN4_LO,I,Binary Input 4 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_OL7UTQ_0,DYN_OR_4,90,DYN_OUT,O,Dynamic Output,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,210,IN1_HI,I,Binary Input 1 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,220,IN1_LO,I,Binary Input 1 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,230,IN2_HI,I,Binary Input 2 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,240,IN2_LO,I,Binary Input 2 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,250,IN3_HI,I,Binary Input 3 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,260,IN3_LO,I,Binary Input 3 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,270,IN4_HI,I,Binary Input 4 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,280,IN4_LO,I,Binary Input 4 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,290,IN5_HI,I,Binary Input 5 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,300,IN5_LO,I,Binary Input 5 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,310,IN6_HI,I,Binary Input 6 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,320,IN6_LO,I,Binary Input 6 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,330,IN7_HI,I,Binary Input 7 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,340,IN7_LO,I,Binary Input 7 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,350,IN8_HI,I,Binary Input 8 rising edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,360,IN8_LO,I,Binary Input 8 falling edge,,,,,,,,,,,,,,,,
CC_DYN_O_Vw9CSg_0,DYN_OR_8,370,DYN_OUT,O,Dynamic Output,,,,,,,,,,,,,,,,
CC_DYNLI_L5TDTQ_2,DYNLIM,10,IN,I,SETPOINT [EU],,,,,,,,,,,,,,,,
CC_DYNLI_L5TDTQ_2,DYNLIM,90,GRD_UP,I,GRADIENT UP [EU/s],,,,,,,,,,,,,,,,
CC_DYNLI_L5TDTQ_2,DYNLIM,110,GRD_DWN,I,GRADIENT DOWN [EU/s],,,,,,,,,,,,,,,,
CC_DYNLI_L5TDTQ_2,DYNLIM,120,JMP_UP,I,JUMP UP [EU],,,,,,,,,,,,,,,,
CC_DYNLI_L5TDTQ_2,DYNLIM,130,JMP_DWN,I,JUMP DOWN [EU],,,,,,,,,,,,,,,,
CC_DYNLI_L5TDTQ_2,DYNLIM,80,OUT,O,LIMITED SETPOINT,,,,,,,,,,,,,,,,
CC_EDGE__69z7Sg_1,EDGE,10,IN,I,Binary Input,,,,,,,,,,,,,,,,
CC_EDGE__69z7Sg_1,EDGE,20,OUT_P,O,Output Pulse Raising Edge,,,,,,,,,,,,,,,,
CC_EDGE__69z7Sg_1,EDGE,30,OUT_N,O,Output Pulse Falling Edge,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,10,Q1,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,20,Q2,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,30,Q3,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,40,Q4,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,50,Q5,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,60,Q6,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,70,Q7,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,80,Q8,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,90,Q9,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,100,Q10,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,110,Q11,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,120,Q12,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,130,Q13,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,140,Q14,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,150,Q15,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,160,Q16,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,170,Q17,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,180,Q18,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,190,Q19,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,200,Q20,I,,,,,,,,,,,,,,,,,
CC_Exclu_uHE7Rw_0,ExclusiveText,210,SET,O,,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,110,STEP,I,STEP Number,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,130,T_WAIT,I,Waiting Time,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,140,WT_BASE,I,Waiting Time: Time Base,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,150,T_MON,I,Monitoring Time,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,160,MT_BASE,I,Monitoring Time: Time Base,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,10,IN1,I,Input 1. Previous Step,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,20,IN2,I,Input 2. Previous Step,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,30,IN3,I,Input 3. Previous Step,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,40,IN4,I,Input 4. Previous Step,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,120,CRIT,I,Continuation Criterion,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1000,CMD,O,Command Output,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1020,WT,O,Waiting Time Expired,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1010,NEXT,O,Link Next Step,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1030,MT,O,Monitoring Time Expired,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1040,RTE,O,Runtime Error Step,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1050,R_WT,O,Remaining Waiting Time,,,,,,,,,,,,,,,,
CC_FREE__0nSzSw_1,FREE_STEP,1060,R_MT,O,Remaining Monitoring Time,,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,50,DP,I,DIFFERENTIAL PRESSURE ORIFICE [mbar || inch H2O],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,10,P1,I,SUPPLY PRESSURE [bar || PSIG],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,30,T1,I,GAS TEMPERATURE [°C || °F],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,20,M,I,GAS MIXTURE MOLARE MASSE [kg/kmol],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,60,K,I,ISENTROPIC EXPONENT,,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,40,Z,I,GAS COMPRESSIBILITY FACTOR,,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,190,DIAP,I,PIPE INNER DIAMETER [mm || inch],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,200,DIAO,I,ORIFICE DIAMETER [mm || inch],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,110,MY1,I,FUEL GAS DYNAMIC VISCOSITY [PA s],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,170,TYPE,I,TYPE (ORIFICE = 0/ PITOT = 1),,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,150,EU IMP,I,ACTIVATE IMPERIAL UNITS,,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,70,kF,I,k-FACTOR (PITOT only),,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,210,ALPHA0,I,THERMAL EXP. COEFF.,,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,230,ALPHA1,I,THERMAL EXP. COEFF. TEMP. LINEAR [1/°C],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,240,ALPHA2,I,THERMAL EXP. COEFF. TEMP. QUAD [1/°C],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,250,ALPHA3,I,THERMAL EXP. COEFF. TEMP. CUBIC [1/°C],,,,,,,,,,,,,,,,
CC_GASFL_+N+7WQ_1,GASFLOW_UNI,80,FLOW,O,CALCULATED FLOW [kg/s || kpph],,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,100,dT0,I,ORIFICE INNER DIAMETER [mm],,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,110,DT0,I,PIPE INNER DIAMETER [mm],,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,120,T1,I,GAS TEMPERATURE [CEL],,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,10,BETA,O,BETA RATIO,,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,20,d,O,ORIFICE INNER DIAMETER CORRECTED [mm],,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,30,D,O,PIPE INNER DIAMETER CORRECTED [mm],,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,40,BETA2,O,BETA RATIO POWER (2),,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,50,BETA4,O,BETA RATIO POWER (4),,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,60,BETA8,O,BETA RATIO POWER (8),,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,70,BETA1_3,O,BETA RATIO POWER (1.3),,,,,,,,,,,,,,,,
CC_GASFL_DCvKTQ_1,GASFLOW_B,80,BETA3_5,O,BETA RATIO POWER (3.5),,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,30,BETA,I,BETA RATIO,,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,20,RED,I,REYNOLDS NUMBER,,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,110,D,I,PIPE INNER DIAMETER CORRECTED [mm],,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,50,BETA2,I,BETA RATIO POWER (2),,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,70,BETA4,I,BETA RATIO POWER (4),,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,80,BETA8,I,BETA RATIO POWER (8),,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,90,BETA1_3,I,BETA RATIO POWER (1.3),,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,100,BETA3_5,I,BETA RATIO POWER (3.5),,,,,,,,,,,,,,,,
CC_GASFL_DjfKTQ_1,GASFLOW_C,120,C,O,DISCHARGE COEFFICIENT,,,,,,,,,,,,,,,,
CC_GASFL_nPm/TQ_1,GASFLOW_Z,80,P1,I,VALVE INLET PRES [barabs],,,,,,,,,,,,,,,,
CC_GASFL_nPm/TQ_1,GASFLOW_Z,90,PC,I,GAS CRITICAL PRES [barabs],,,,,,,,,,,,,,,,
CC_GASFL_nPm/TQ_1,GASFLOW_Z,100,T1,I,GAS TEMPERATURE [CEL],,,,,,,,,,,,,,,,
CC_GASFL_nPm/TQ_1,GASFLOW_Z,110,TC,I,GAS CRITICAL TEMP [K],,,,,,,,,,,,,,,,
CC_GASFL_nPm/TQ_1,GASFLOW_Z,120,Z,O,COMPRESSIBILITY FACTOR,,,,,,,,,,,,,,,,
CC_GASFL_NULKTQ_1,GASFLOW_R,10,FLOW,I,CALC MASS FLOW RATE [kg/s],,,,,,,,,,,,,,,,
CC_GASFL_NULKTQ_1,GASFLOW_R,20,D,I,PIPE INNER DIAMETER CORRECTED [mm],,,,,,,,,,,,,,,,
CC_GASFL_NULKTQ_1,GASFLOW_R,40,MY1,I,FUEL GAS DYNAMIC VISCOSITY [PA s],,,,,,,,,,,,,,,,
CC_GASFL_NULKTQ_1,GASFLOW_R,30,RED,O,REYNOLDS NUMBER,,,,,,,,,,,,,,,,
CC_GASFL_NzzKTQ_1,GASFLOW_D,10,P1,I,SUPPLY PRESSURE [Pa abs],,,,,,,,,,,,,,,,
CC_GASFL_NzzKTQ_1,GASFLOW_D,20,M,I,GAS MIXTURE MOLARE MASSE [kg/kmol],,,,,,,,,,,,,,,,
CC_GASFL_NzzKTQ_1,GASFLOW_D,30,T1,I,GAS TEMPERATURE [CEL],,,,,,,,,,,,,,,,
CC_GASFL_NzzKTQ_1,GASFLOW_D,40,Z,I,GAS COMPRESSIBILITY FACTOR,,,,,,,,,,,,,,,,
CC_GASFL_NzzKTQ_1,GASFLOW_D,50,DEN,O,GAS MIXTURE DENSITY [kg/m3],,,,,,,,,,,,,,,,
CC_GASFL_RkDKTQ_1,GASFLOW_E,10,P1,I,SUPPLY PRESSURE [Pa abs],,,,,,,,,,,,,,,,
CC_GASFL_RkDKTQ_1,GASFLOW_E,20,DP,I,DIFFERENTIAL PRESSURE ORIFICE [Pa],,,,,,,,,,,,,,,,
CC_GASFL_RkDKTQ_1,GASFLOW_E,40,K,I,ISENTROPIC EXPONENT,,,,,,,,,,,,,,,,
CC_GASFL_RkDKTQ_1,GASFLOW_E,50,BETA4,I,BETA RATIO POWER (4),,,,,,,,,,,,,,,,
CC_GASFL_RkDKTQ_1,GASFLOW_E,60,BETA 8,I,BETA RATIO POWER (8),,,,,,,,,,,,,,,,
CC_GASFL_RkDKTQ_1,GASFLOW_E,70,EPS,O,EXPANSION FACTOR,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,10,IN1.1,I,Line 1.1 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,30,IN1.1 RED,I,Line 1.1 NO TRIP (redundant Input),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,50,IN1.2,I,Line 1.2 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,70,IN1.2 RED,I,Line 1.2 NO TRIP (redundant Input),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,80,IN2.1,I,Line 2.1 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,100,IN2.1 RED,I,Line 2.1 NO TRIP (redundant Input),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,120,IN2.2,I,Line 2.2 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,130,IN2.2 RED,I,Line 2.2 NO TRIP (redundant Input),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,320,RESET,I,Reset of stored 1 Line Trip,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,270,NO TEST LINE 1,I,No Testing on Line 1,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,280,NO TEST LINE 2,I,No Testing on Line 2,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,210,NO TRIP GRP 2,I,NO TRIP from External Group 2,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,220,NO TRIP GRP 3,I,NO TRIP from External Group 3,,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,450,NO TRIP,O,NO TRIP (XK51),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,260,TRIP,O,TRIP (XK01),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,300,TRIP DY,O,TRIP delayed by 100ms on 1 Line Trip (XK02),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,330,RDDCY FLT,O,Deviation between Line 1 and Line 2 (ZV43),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,310,1 LINE TRIP,O,1 Line Trip Actuation (ZV44),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,290,LINE DEV,O,Deviation within Line 1 or Line 2 (ZV45),,,,,,,,,,,,,,,,
